month,num_examples,f1_score
2020-01,6382762,0.7296906560408823
2020-02,6276854,0.7349884145593338
2020-03,2995357,0.7258127890777056
2020-04,236611,0.6114360792642322
2020-05,346612,0.6163085250338295
2020-06,546843,0.647531070491388
2020-07,796346,0.6662272881790999
2020-08,1001832,0.6808240872866762
2020-09,1334414,0.7054307446789199
2020-10,1673052,0.7214573529248456
2020-11,1501059,0.719903393756731
2020-12,1453523,0.7169351650842446
